1	1	d_sim	3L	8081044	8081899	-1
2	1	d_sim	3L	8080782	8080976	-1
3	1	d_sim	3L	8080567	8080721	-1
4	2	d_sim	chr3R_Mrandom_135	1243	1294	-1
5	2	d_sim	chr3R_Mrandom_135	433	458	-1
6	2	d_sim	chr3R_Mrandom_135	239	277	-1
7	2	d_sim	chr3R_Mrandom_135	62	154	-1
8	3	d_sim	X	13395181	13395378	1
9	3	d_sim	X	13402121	13402643	1
10	3	d_sim	X	13403036	13403802	1
11	4	d_sim	3L	2913194	2913397	1
12	4	d_sim	3L	2913456	2914476	1
13	4	d_sim	3L	2914528	2914701	1
14	4	d_sim	3L	2914777	2914916	1
15	5	d_sim	3L	270017	270193	-1
16	6	d_sim	chrU_M_3407	746	1234	1
17	7	d_sim	X	7208482	7208787	1
18	8	d_sim	2R	19282666	19282680	-1
19	8	d_sim	2R	19281525	19281844	-1
20	8	d_sim	2R	19281289	19281457	-1
21	9	d_sim	2L	12236865	12236905	-1
22	9	d_sim	2L	12236396	12236811	-1
23	9	d_sim	2L	12236203	12236324	-1
24	10	d_sim	chrX_Mrandom_1025	7898	8703	-1
25	10	d_sim	chrX_Mrandom_1025	5161	5323	-1
26	11	d_sim	X	8575402	8575755	1
27	12	d_sim	3L	4219676	4220581	-1
28	13	d_sim	chrU_M_4579	432	677	-1
29	14	d_sim	3L	2675157	2675667	-1
30	14	d_sim	3L	2673126	2675095	-1
31	15	d_sim	2L	7622772	7622880	-1
32	15	d_sim	2L	7622481	7622692	-1
33	15	d_sim	2L	7621387	7622022	-1
34	16	d_sim	2R	7026399	7027269	1
35	16	d_sim	2R	7027337	7027463	1
36	16	d_sim	2R	7027522	7027928	1
37	16	d_sim	2R	7027980	7028308	1
38	16	d_sim	2R	7028361	7028435	1
39	16	d_sim	2R	7028496	7028609	1
40	16	d_sim	2R	7028669	7028713	1
41	17	d_sim	3R	6410002	6410056	1
42	17	d_sim	3R	6410122	6410241	1
43	17	d_sim	3R	6410370	6410531	1
44	17	d_sim	3R	6410602	6410772	1
45	17	d_sim	3R	6410838	6411113	1
46	17	d_sim	3R	6411936	6412252	1
47	17	d_sim	3R	6412343	6412598	1
48	17	d_sim	3R	6412655	6412926	1
49	17	d_sim	3R	6412992	6413093	1
50	17	d_sim	3R	6413146	6413290	1
51	17	d_sim	3R	6414958	6415037	1
52	17	d_sim	3R	6416856	6417179	1
53	17	d_sim	3R	6417283	6417431	1
54	17	d_sim	3R	6417490	6418223	1
55	17	d_sim	3R	6418279	6419034	1
56	17	d_sim	3R	6420354	6420621	1
57	17	d_sim	3R	6420678	6421320	1
58	17	d_sim	3R	6421379	6421453	1
59	17	d_sim	3R	6421514	6422734	1
